48713;10.980000;25.586500;40.193001;29.212999
5303;5.400000;19.896500;34.393002;28.993000
200084;37.195999;50.813999;64.431999;27.236000
42728;6.038000;19.310499;32.583000;26.545000
111344;23.083000;35.686501;48.290001;25.207001
188465;4.413000;16.882999;29.353001;24.940001
4584;9.469000;21.730499;33.992001;24.523001
210555;32.672001;44.875999;57.080002;24.408001
288813;5.030000;17.143999;29.257999;24.228001
42640;17.415001;29.302999;41.191002;23.775999
159260;37.569000;49.325500;61.082001;23.513000
231597;7.598000;19.291500;30.985001;23.386999
220999;17.340000;28.804001;40.268002;22.927999
287221;19.601999;31.014000;42.425999;22.823999
296353;9.843000;20.657000;31.471001;21.628000
265285;2.479000;13.061000;23.643000;21.164000
149286;34.443001;44.927502;55.411999;20.969000
215658;3.929000;14.130500;24.332001;20.403000
130315;6.417000;16.101500;25.785999;19.368999
9006;12.923000;22.436501;31.950001;19.027000
103852;25.452000;34.921001;44.389999;18.938000
189307;19.332001;28.459499;37.587002;18.254999
230309;13.974000;23.021000;32.068001;18.094000
79383;5.359000;13.646500;21.934000;16.575001
65808;5.885000;14.141000;22.396999;16.511999
200024;22.343000;30.583500;38.824001;16.481001
71665;12.043000;20.271000;28.499001;16.455999
69477;7.406000;15.062500;22.719000;15.313000
286964;4.701000;12.356500;20.011999;15.311000
205950;7.361000;14.887500;22.414000;15.053000
236355;5.400000;12.800000;20.200001;14.800000
183419;16.150999;23.396000;30.641001;14.490000
59000;4.166000;11.402500;18.639000;14.473000
130202;15.951000;23.142500;30.334000;14.383000
77185;3.005000;10.160000;17.315001;14.310000
140938;11.594000;18.705000;25.816000;14.222000
196880;3.576000;10.658500;17.740999;14.165000
98113;32.033001;39.028999;46.025002;13.992000
185142;4.487000;11.448500;18.410000;13.923000
228302;11.215000;18.055500;24.896000;13.681000
269175;6.385000;13.156000;19.927000;13.542000
157103;3.459000;10.084500;16.709999;13.251000
14195;14.844000;21.105499;27.367001;12.523000
66989;22.874001;28.745501;34.617001;11.743000
233543;12.697000;18.562000;24.427000;11.730000
255658;5.682000;11.474500;17.267000;11.585000
266415;27.944000;33.544998;39.146000;11.202000
281721;3.096000;8.667000;14.238000;11.142000
149650;13.442000;18.663500;23.885000;10.443000
222081;22.533001;27.648001;32.763000;10.230000
69382;2.547000;7.565000;12.583000;10.036000
242467;12.942000;17.785999;22.629999;9.688000
89023;3.131000;7.813000;12.495000;9.364000
217921;5.155000;9.833500;14.512000;9.357000
243472;5.867000;10.361500;14.856000;8.989000
295821;28.054001;32.547001;37.040001;8.986000
179328;4.021000;8.387500;12.754000;8.733000
252824;26.973000;31.306499;35.639999;8.667000
63737;5.997000;10.216500;14.436000;8.439000
83940;3.781000;7.949000;12.117000;8.336000
150619;2.610000;6.744500;10.879000;8.269000
46371;12.407000;16.504000;20.601000;8.194000
164474;24.374001;28.469999;32.566002;8.192000
102832;12.228000;16.288500;20.349001;8.121000
291175;2.445000;6.339000;10.233000;7.788000
267610;25.554001;29.438499;33.323002;7.769000
289829;5.919000;9.743000;13.567000;7.648000
35335;6.662000;10.398500;14.135000;7.473000
201899;31.503000;35.114498;38.726002;7.223000
279608;8.420000;11.846500;15.273000;6.853000
16634;37.903999;41.313000;44.722000;6.818000
162865;2.890000;5.779500;8.669000;5.779000
185715;6.988000;9.814000;12.640000;5.652000
162027;3.113000;5.932000;8.751000;5.638000
69268;14.817000;17.538500;20.260000;5.443000
47672;10.557000;13.205000;15.853000;5.296000
211956;1.723000;4.326500;6.930000;5.207000
204270;8.400000;10.967000;13.534000;5.134000
28607;31.679001;34.180000;36.681000;5.002000
112602;11.310000;13.809000;16.308001;4.998000
27605;4.046000;6.366500;8.687000;4.641000
16765;3.202000;5.514500;7.827000;4.625000
139383;12.323000;14.556500;16.790001;4.467000
48949;24.322001;26.417999;28.514000;4.192000
90436;3.399000;5.267000;7.135000;3.736000
77457;3.470000;5.301500;7.133000;3.663000
294147;2.660000;4.380333;6.111000;3.451000
214540;2.446000;4.129500;5.813000;3.367000
95033;18.219000;19.847500;21.476000;3.257000
85183;7.216000;8.838500;10.461000;3.245000
253516;16.603001;18.202499;19.802000;3.199000
197295;2.230000;3.751500;5.273000;3.043000
160614;3.142000;4.540500;5.939000;2.797000
23766;9.589000;10.917000;12.245000;2.656000
143780;20.434999;21.747499;23.059999;2.625000
4894;23.346001;24.601000;25.856001;2.510000
61166;6.709000;7.904500;9.100000;2.391000
234810;3.105000;4.251500;5.398000;2.293000
191623;3.829000;4.955000;6.081000;2.252000
272959;7.241000;8.160500;9.080000;1.839000
185756;4.743000;5.488500;6.234000;1.491000
63816;47.101002;47.827999;48.555000;1.454000
260388;2.869000;3.581000;4.293000;1.424000
250528;2.735000;3.326500;3.918000;1.183000
109953;4.003000;4.590000;5.177000;1.174000
22533;21.870001;22.444000;23.018000;1.148000
117340;23.023001;23.573999;24.125000;1.102000
21046;3.173000;3.709500;4.246000;1.073000
165353;5.410000;5.928000;6.446000;1.036000
266522;6.436000;6.910500;7.385000;0.949000
223359;4.988000;5.385000;5.782000;0.794000
225692;7.594000;7.964000;8.334000;0.740000
239475;13.314000;13.673500;14.033000;0.719000
268294;4.229000;4.559000;4.889000;0.660000
293601;9.155000;9.444500;9.734000;0.579000
68899;6.882000;7.153500;7.425000;0.543000
140534;3.990000;4.256000;4.522000;0.532000
170645;7.850000;8.096000;8.342000;0.492000
279001;11.515000;11.668500;11.822000;0.307000
52428;13.675000;13.826000;13.977000;0.302000
22355;0.831000;38.175999;899.830994;0.000000
